銘柄名称,市場名称,足種,日付,時刻,始値,高値,安値,終値,出来高,H_Open,H_High,H_Low,H_Close,TREND,EP,AF,PSAR,Period,Diff
,,,2025/01/29,11:12,1979.5 ,1979.5 ,1978.5 ,1978.5 ,91200,1979.13 ,1979.50 ,1978.50 ,1979.00 ,1,1980.00 ,0.12 ,1977.70 ,12,2.5 
,,,2025/01/29,11:13,1978.0 ,1979.5 ,1978.0 ,1979.5 ,116700,1979.07 ,1979.50 ,1978.00 ,1978.75 ,1,1980.00 ,0.12 ,1977.98 ,13,3.5 
,,,2025/01/29,11:14,1979.0 ,1979.5 ,1979.0 ,1979.5 ,51900,1978.91 ,1979.50 ,1978.91 ,1979.25 ,1,1980.00 ,0.12 ,1978.22 ,14,3.5 
,,,2025/01/29,11:15,1979.0 ,1981.0 ,1979.0 ,1981.0 ,247400,1979.08 ,1981.00 ,1979.00 ,1980.00 ,1,1981.00 ,0.14 ,1978.61 ,15,5.0 
,,,2025/01/29,11:16,1980.5 ,1981.0 ,1979.5 ,1980.0 ,171500,1979.54 ,1981.00 ,1979.50 ,1980.25 ,1,1981.00 ,0.14 ,1978.95 ,16,4.0 
,,,2025/01/29,11:17,1980.0 ,1980.0 ,1979.0 ,1980.0 ,77100,1979.89 ,1980.00 ,1979.00 ,1979.75 ,1,1981.00 ,0.14 ,1979.23 ,17,4.0 
,,,2025/01/29,11:18,1979.5 ,1980.0 ,1979.5 ,1979.5 ,43900,1979.82 ,1980.00 ,1979.50 ,1979.63 ,1,1981.00 ,0.14 ,1979.48 ,18,3.5 
,,,2025/01/29,11:19,1980.0 ,1980.5 ,1979.0 ,1979.0 ,199800,1979.72 ,1980.50 ,1979.00 ,1979.63 ,-1,1980.50 ,0.02 ,1981.00 ,0,
,,,2025/01/29,11:20,1979.0 ,1979.0 ,1977.5 ,1978.5 ,148400,1979.67 ,1979.67 ,1977.50 ,1978.50 ,-1,1977.50 ,0.04 ,1980.86 ,1,0.5 
,,,2025/01/29,11:21,1978.0 ,1979.0 ,1978.0 ,1979.0 ,52600,1979.09 ,1979.09 ,1978.00 ,1978.50 ,-1,1977.50 ,0.04 ,1980.73 ,2,0.0 
,,,2025/01/29,11:22,1979.0 ,1980.0 ,1979.0 ,1980.0 ,81200,1978.79 ,1980.00 ,1978.79 ,1979.50 ,-1,1977.50 ,0.04 ,1980.60 ,3,-1.0 
,,,2025/01/29,11:23,1979.5 ,1979.5 ,1978.5 ,1978.5 ,43400,1979.15 ,1979.50 ,1978.50 ,1979.00 ,-1,1977.50 ,0.04 ,1980.47 ,4,0.5 
,,,2025/01/29,11:24,1978.5 ,1979.5 ,1978.5 ,1979.5 ,55300,1979.07 ,1979.50 ,1978.50 ,1979.00 ,-1,1977.50 ,0.04 ,1980.35 ,5,-0.5 
,,,2025/01/29,11:25,1979.5 ,1980.0 ,1979.0 ,1979.0 ,31900,1979.04 ,1980.00 ,1979.00 ,1979.38 ,-1,1977.50 ,0.04 ,1980.24 ,6,0.0 
,,,2025/01/29,11:26,1979.5 ,1979.5 ,1978.5 ,1979.0 ,83100,1979.21 ,1979.50 ,1978.50 ,1979.13 ,-1,1977.50 ,0.04 ,1980.13 ,7,0.0 
,,,2025/01/29,11:27,1979.0 ,1979.0 ,1978.0 ,1978.5 ,43900,1979.17 ,1979.17 ,1978.00 ,1978.63 ,-1,1977.50 ,0.04 ,1980.02 ,8,0.5 
,,,2025/01/29,11:28,1978.0 ,1978.5 ,1977.5 ,1978.0 ,114500,1978.90 ,1978.90 ,1977.50 ,1978.00 ,-1,1977.50 ,0.04 ,1979.92 ,9,1.0 
,,,2025/01/29,11:29,1978.0 ,1979.0 ,1978.0 ,1978.5 ,61500,1978.45 ,1979.00 ,1978.00 ,1978.38 ,-1,1977.50 ,0.04 ,1979.83 ,0,
,,,2025/01/29,11:30,1978.5 ,1978.5 ,1978.5 ,1978.5 ,124300,1978.41 ,1978.50 ,1978.41 ,1978.50 ,-1,1977.50 ,0.04 ,1979.73 ,1,0.0 
,,,2025/01/29,12:30,1978.5 ,1979.0 ,1974.0 ,1974.5 ,748400,1978.46 ,1979.00 ,1974.00 ,1976.50 ,-1,1974.00 ,0.06 ,1979.39 ,2,4.0 
,,,2025/01/29,12:31,1974.5 ,1976.0 ,1974.5 ,1976.0 ,105600,1977.48 ,1977.48 ,1974.50 ,1975.25 ,-1,1974.00 ,0.06 ,1979.07 ,3,2.5 
,,,2025/01/29,12:32,1976.0 ,1976.5 ,1973.0 ,1973.5 ,182700,1976.36 ,1976.50 ,1973.00 ,1974.75 ,-1,1973.00 ,0.08 ,1978.58 ,4,5.0 
,,,2025/01/29,12:33,1973.5 ,1974.0 ,1972.5 ,1972.5 ,112300,1975.56 ,1975.56 ,1972.50 ,1973.13 ,-1,1972.50 ,0.10 ,1977.97 ,5,6.0 
,,,2025/01/29,12:34,1973.0 ,1973.5 ,1972.0 ,1973.5 ,62300,1974.34 ,1974.34 ,1972.00 ,1973.00 ,-1,1972.00 ,0.12 ,1977.26 ,6,5.0 
,,,2025/01/29,12:35,1973.0 ,1974.0 ,1972.5 ,1974.0 ,119700,1973.67 ,1974.00 ,1972.50 ,1973.38 ,-1,1972.00 ,0.12 ,1976.63 ,7,4.5 
,,,2025/01/29,12:36,1974.0 ,1974.0 ,1973.0 ,1973.5 ,46100,1973.52 ,1974.00 ,1973.00 ,1973.63 ,-1,1972.00 ,0.12 ,1976.07 ,8,5.0 
,,,2025/01/29,12:37,1973.5 ,1974.5 ,1973.5 ,1974.5 ,51700,1973.57 ,1974.50 ,1973.50 ,1974.00 ,-1,1972.00 ,0.12 ,1975.58 ,9,4.0 
,,,2025/01/29,12:38,1974.5 ,1976.0 ,1974.5 ,1975.5 ,110800,1973.79 ,1976.00 ,1973.79 ,1975.13 ,1,1973.79 ,0.02 ,1972.00 ,0,
,,,2025/01/29,12:39,1975.5 ,1976.0 ,1974.0 ,1975.0 ,139600,1974.46 ,1976.00 ,1974.00 ,1975.13 ,1,1976.00 ,0.04 ,1972.16 ,1,-0.5 
,,,2025/01/29,12:40,1975.0 ,1975.5 ,1974.0 ,1974.0 ,167300,1974.79 ,1975.50 ,1974.00 ,1974.63 ,1,1976.00 ,0.04 ,1972.31 ,2,-1.5 
,,,2025/01/29,12:41,1974.0 ,1974.0 ,1973.5 ,1973.5 ,40200,1974.71 ,1974.71 ,1973.50 ,1973.75 ,1,1976.00 ,0.04 ,1972.46 ,3,-2.0 
,,,2025/01/29,12:42,1973.0 ,1973.5 ,1972.5 ,1973.0 ,55500,1974.23 ,1974.23 ,1972.50 ,1973.00 ,1,1976.00 ,0.04 ,1972.60 ,4,-2.5 
,,,2025/01/29,12:43,1973.0 ,1974.5 ,1972.5 ,1974.5 ,96500,1973.61 ,1974.50 ,1972.50 ,1973.63 ,-1,1974.50 ,0.02 ,1976.00 ,0,
,,,2025/01/29,12:44,1974.5 ,1974.5 ,1974.0 ,1974.0 ,32000,1973.62 ,1974.50 ,1973.62 ,1974.25 ,-1,1973.62 ,0.04 ,1975.90 ,1,0.5 
,,,2025/01/29,12:45,1974.0 ,1974.0 ,1973.5 ,1974.0 ,24800,1973.93 ,1974.00 ,1973.50 ,1973.88 ,-1,1973.50 ,0.06 ,1975.76 ,2,0.5 
,,,2025/01/29,12:46,1974.0 ,1974.5 ,1973.5 ,1974.5 ,35000,1973.90 ,1974.50 ,1973.50 ,1974.13 ,-1,1973.50 ,0.06 ,1975.62 ,3,0.0 
,,,2025/01/29,12:47,1974.5 ,1975.0 ,1974.0 ,1974.5 ,43600,1974.01 ,1975.00 ,1974.00 ,1974.50 ,-1,1973.50 ,0.06 ,1975.50 ,4,0.0 
,,,2025/01/29,12:48,1974.5 ,1975.0 ,1972.5 ,1973.0 ,130300,1974.26 ,1975.00 ,1972.50 ,1973.75 ,-1,1972.50 ,0.08 ,1975.26 ,5,1.5 
,,,2025/01/29,12:49,1973.0 ,1975.0 ,1973.0 ,1974.0 ,149300,1974.00 ,1975.00 ,1973.00 ,1973.75 ,-1,1972.50 ,0.08 ,1975.04 ,6,0.5 
,,,2025/01/29,12:50,1974.0 ,1974.5 ,1973.5 ,1974.0 ,61100,1973.88 ,1974.50 ,1973.50 ,1974.00 ,-1,1972.50 ,0.08 ,1974.83 ,7,0.5 
,,,2025/01/29,12:51,1974.0 ,1974.5 ,1974.0 ,1974.5 ,20600,1973.94 ,1974.50 ,1973.94 ,1974.25 ,-1,1972.50 ,0.08 ,1974.65 ,8,0.0 
,,,2025/01/29,12:52,1974.5 ,1974.5 ,1974.0 ,1974.0 ,30800,1974.09 ,1974.50 ,1974.00 ,1974.25 ,-1,1972.50 ,0.08 ,1974.48 ,9,0.5 
,,,2025/01/29,12:53,1974.0 ,1975.0 ,1974.0 ,1974.5 ,51500,1974.17 ,1975.00 ,1974.00 ,1974.38 ,1,1974.00 ,0.02 ,1972.50 ,0,
,,,2025/01/29,12:54,1974.5 ,1975.0 ,1974.5 ,1974.5 ,21000,1974.27 ,1975.00 ,1974.27 ,1974.63 ,1,1975.00 ,0.04 ,1972.60 ,1,0.0 
,,,2025/01/29,12:55,1975.0 ,1975.0 ,1974.5 ,1974.5 ,6200,1974.45 ,1975.00 ,1974.45 ,1974.75 ,1,1975.00 ,0.04 ,1972.70 ,2,0.0 
,,,2025/01/29,12:56,1975.0 ,1975.0 ,1974.5 ,1974.5 ,195200,1974.60 ,1975.00 ,1974.50 ,1974.75 ,1,1975.00 ,0.04 ,1972.79 ,3,0.0 
,,,2025/01/29,12:57,1975.0 ,1975.0 ,1974.5 ,1975.0 ,19100,1974.67 ,1975.00 ,1974.50 ,1974.88 ,1,1975.00 ,0.04 ,1972.88 ,4,0.5 
,,,2025/01/29,12:58,1974.5 ,1975.0 ,1974.5 ,1974.5 ,4400,1974.77 ,1975.00 ,1974.50 ,1974.63 ,1,1975.00 ,0.04 ,1972.96 ,5,0.0 
,,,2025/01/29,12:59,1975.0 ,1975.5 ,1974.5 ,1975.5 ,110800,1974.70 ,1975.50 ,1974.50 ,1975.13 ,1,1975.50 ,0.06 ,1973.11 ,6,1.0 
,,,2025/01/29,13:00,1975.5 ,1976.0 ,1975.0 ,1975.5 ,82700,1974.91 ,1976.00 ,1974.91 ,1975.50 ,1,1976.00 ,0.08 ,1973.34 ,7,1.0 
,,,2025/01/29,13:01,1975.5 ,1977.0 ,1975.5 ,1976.5 ,116000,1975.21 ,1977.00 ,1975.21 ,1976.13 ,1,1977.00 ,0.10 ,1973.71 ,8,2.0 
,,,2025/01/29,13:02,1976.5 ,1977.0 ,1976.0 ,1976.5 ,37500,1975.67 ,1977.00 ,1975.67 ,1976.50 ,1,1977.00 ,0.10 ,1974.04 ,9,2.0 
,,,2025/01/29,13:03,1976.5 ,1977.5 ,1976.5 ,1977.0 ,84600,1976.08 ,1977.50 ,1976.08 ,1976.88 ,1,1977.50 ,0.12 ,1974.45 ,10,2.5 
,,,2025/01/29,13:04,1977.5 ,1978.0 ,1976.5 ,1977.0 ,75200,1976.48 ,1978.00 ,1976.48 ,1977.25 ,1,1978.00 ,0.14 ,1974.95 ,11,2.5 
,,,2025/01/29,13:05,1976.5 ,1977.0 ,1975.0 ,1975.0 ,144900,1976.86 ,1977.00 ,1975.00 ,1975.88 ,1,1978.00 ,0.14 ,1975.38 ,12,0.5 
,,,2025/01/29,13:06,1975.5 ,1975.5 ,1975.0 ,1975.5 ,55900,1976.37 ,1976.37 ,1975.00 ,1975.38 ,-1,1976.37 ,0.02 ,1978.00 ,0,
,,,2025/01/29,13:07,1975.0 ,1975.5 ,1974.5 ,1975.0 ,45300,1975.87 ,1975.87 ,1974.50 ,1975.00 ,-1,1974.50 ,0.04 ,1977.86 ,1,0.5 
,,,2025/01/29,13:08,1975.0 ,1976.0 ,1975.0 ,1975.5 ,40100,1975.44 ,1976.00 ,1975.00 ,1975.38 ,-1,1974.50 ,0.04 ,1977.73 ,2,0.0 
,,,2025/01/29,13:09,1975.5 ,1976.0 ,1975.5 ,1976.0 ,12000,1975.41 ,1976.00 ,1975.41 ,1975.75 ,-1,1974.50 ,0.04 ,1977.60 ,3,-0.5 
,,,2025/01/29,13:10,1976.0 ,1976.5 ,1975.5 ,1976.5 ,66800,1975.58 ,1976.50 ,1975.50 ,1976.13 ,-1,1974.50 ,0.04 ,1977.47 ,4,-1.0 
,,,2025/01/29,13:11,1976.5 ,1976.5 ,1975.5 ,1976.0 ,32000,1975.85 ,1976.50 ,1975.50 ,1976.13 ,-1,1974.50 ,0.04 ,1977.35 ,5,-0.5 
,,,2025/01/29,13:12,1976.5 ,1976.5 ,1976.0 ,1976.0 ,27900,1975.99 ,1976.50 ,1975.99 ,1976.25 ,-1,1974.50 ,0.04 ,1977.24 ,6,-0.5 
,,,2025/01/29,13:13,1976.0 ,1976.5 ,1975.5 ,1976.0 ,51200,1976.12 ,1976.50 ,1975.50 ,1976.00 ,-1,1974.50 ,0.04 ,1977.13 ,7,-0.5 
,,,2025/01/29,13:14,1976.0 ,1976.5 ,1975.5 ,1976.0 ,51600,1976.06 ,1976.50 ,1975.50 ,1976.00 ,-1,1974.50 ,0.04 ,1977.02 ,8,-0.5 
,,,2025/01/29,13:15,1976.5 ,1976.5 ,1976.0 ,1976.0 ,11700,1976.03 ,1976.50 ,1976.00 ,1976.25 ,-1,1974.50 ,0.04 ,1976.92 ,9,-0.5 
,,,2025/01/29,13:16,1976.5 ,1976.5 ,1976.0 ,1976.0 ,12500,1976.14 ,1976.50 ,1976.00 ,1976.25 ,-1,1974.50 ,0.04 ,1976.83 ,10,-0.5 
,,,2025/01/29,13:17,1976.0 ,1977.0 ,1976.0 ,1976.5 ,72300,1976.19 ,1977.00 ,1976.00 ,1976.38 ,1,1976.00 ,0.02 ,1974.50 ,0,
,,,2025/01/29,13:18,1976.0 ,1977.0 ,1976.0 ,1976.0 ,40600,1976.28 ,1977.00 ,1976.00 ,1976.25 ,1,1977.00 ,0.04 ,1974.60 ,1,-0.5 
,,,2025/01/29,13:19,1976.5 ,1976.5 ,1976.0 ,1976.0 ,67200,1976.27 ,1976.50 ,1976.00 ,1976.25 ,1,1977.00 ,0.04 ,1974.70 ,2,-0.5 
,,,2025/01/29,13:20,1976.0 ,1976.0 ,1975.5 ,1975.5 ,95700,1976.26 ,1976.26 ,1975.50 ,1975.75 ,1,1977.00 ,0.04 ,1974.79 ,3,-1.0 
,,,2025/01/29,13:21,1976.0 ,1976.0 ,1975.0 ,1975.5 ,46400,1976.00 ,1976.00 ,1975.00 ,1975.63 ,1,1977.00 ,0.04 ,1974.88 ,4,-1.0 
,,,2025/01/29,13:22,1975.5 ,1976.5 ,1975.5 ,1976.5 ,90200,1975.81 ,1976.50 ,1975.50 ,1976.00 ,1,1977.00 ,0.04 ,1974.96 ,5,0.0 
,,,2025/01/29,13:23,1976.5 ,1977.0 ,1976.5 ,1977.0 ,33500,1975.91 ,1977.00 ,1975.91 ,1976.75 ,1,1977.00 ,0.04 ,1975.04 ,6,0.5 
,,,2025/01/29,13:24,1977.0 ,1977.5 ,1976.5 ,1977.5 ,112100,1976.33 ,1977.50 ,1976.33 ,1977.13 ,1,1977.50 ,0.06 ,1975.19 ,7,1.0 
,,,2025/01/29,13:25,1977.5 ,1978.0 ,1977.0 ,1978.0 ,118400,1976.73 ,1978.00 ,1976.73 ,1977.63 ,1,1978.00 ,0.08 ,1975.42 ,8,1.5 
,,,2025/01/29,13:26,1978.0 ,1978.5 ,1977.5 ,1978.0 ,184800,1977.18 ,1978.50 ,1977.18 ,1978.00 ,1,1978.50 ,0.10 ,1975.72 ,9,1.5 
,,,2025/01/29,13:27,1978.0 ,1978.5 ,1977.5 ,1978.5 ,81300,1977.59 ,1978.50 ,1977.50 ,1978.13 ,1,1978.50 ,0.10 ,1976.00 ,10,2.0 
,,,2025/01/29,13:28,1978.0 ,1978.5 ,1977.0 ,1977.0 ,94900,1977.86 ,1978.50 ,1977.00 ,1977.63 ,1,1978.50 ,0.10 ,1976.25 ,11,0.5 
,,,2025/01/29,13:29,1977.0 ,1977.0 ,1976.5 ,1977.0 ,18500,1977.74 ,1977.74 ,1976.50 ,1976.88 ,1,1978.50 ,0.10 ,1976.48 ,12,0.5 
,,,2025/01/29,13:30,1977.0 ,1977.5 ,1976.0 ,1976.0 ,118000,1977.31 ,1977.50 ,1976.00 ,1976.63 ,-1,1977.50 ,0.02 ,1978.50 ,0,
,,,2025/01/29,13:31,1976.0 ,1976.5 ,1975.5 ,1976.0 ,70000,1976.97 ,1976.97 ,1975.50 ,1976.00 ,-1,1975.50 ,0.04 ,1978.38 ,1,0.0 
,,,2025/01/29,13:32,1976.0 ,1976.5 ,1976.0 ,1976.0 ,39600,1976.48 ,1976.50 ,1976.00 ,1976.13 ,-1,1975.50 ,0.04 ,1978.26 ,2,0.0 
,,,2025/01/29,13:33,1976.5 ,1976.5 ,1976.0 ,1976.5 ,52300,1976.30 ,1976.50 ,1976.00 ,1976.38 ,-1,1975.50 ,0.04 ,1978.15 ,3,-0.5 
,,,2025/01/29,13:34,1976.5 ,1976.5 ,1976.0 ,1976.5 ,20600,1976.34 ,1976.50 ,1976.00 ,1976.38 ,-1,1975.50 ,0.04 ,1978.05 ,4,-0.5 
,,,2025/01/29,13:35,1976.5 ,1976.5 ,1976.0 ,1976.5 ,38900,1976.36 ,1976.50 ,1976.00 ,1976.38 ,-1,1975.50 ,0.04 ,1977.95 ,5,-0.5 
,,,2025/01/29,13:36,1976.0 ,1976.5 ,1976.0 ,1976.5 ,14100,1976.37 ,1976.50 ,1976.00 ,1976.25 ,-1,1975.50 ,0.04 ,1977.85 ,6,-0.5 
,,,2025/01/29,13:37,1976.5 ,1976.5 ,1976.0 ,1976.5 ,151000,1976.31 ,1976.50 ,1976.00 ,1976.38 ,-1,1975.50 ,0.04 ,1977.75 ,7,-0.5 
,,,2025/01/29,13:38,1976.0 ,1976.5 ,1975.5 ,1976.5 ,44400,1976.34 ,1976.50 ,1975.50 ,1976.13 ,-1,1975.50 ,0.04 ,1977.66 ,8,-0.5 
,,,2025/01/29,13:39,1976.5 ,1976.5 ,1976.0 ,1976.0 ,49300,1976.23 ,1976.50 ,1976.00 ,1976.25 ,-1,1975.50 ,0.04 ,1977.58 ,9,0.0 
,,,2025/01/29,13:40,1976.0 ,1976.5 ,1976.0 ,1976.0 ,62400,1976.24 ,1976.50 ,1976.00 ,1976.13 ,-1,1975.50 ,0.04 ,1977.49 ,10,0.0 
,,,2025/01/29,13:41,1976.5 ,1976.5 ,1976.0 ,1976.5 ,140400,1976.18 ,1976.50 ,1976.00 ,1976.38 ,-1,1975.50 ,0.04 ,1977.41 ,11,-0.5 
,,,2025/01/29,13:42,1976.5 ,1977.5 ,1976.5 ,1977.5 ,105700,1976.28 ,1977.50 ,1976.28 ,1977.00 ,1,1976.28 ,0.02 ,1975.50 ,0,
,,,2025/01/29,13:43,1977.5 ,1978.0 ,1977.5 ,1978.0 ,63400,1976.64 ,1978.00 ,1976.64 ,1977.75 ,1,1978.00 ,0.04 ,1975.60 ,1,0.5 
,,,2025/01/29,13:44,1978.0 ,1978.5 ,1977.5 ,1978.5 ,117400,1977.19 ,1978.50 ,1977.19 ,1978.13 ,1,1978.50 ,0.06 ,1975.77 ,2,1.0 
,,,2025/01/29,13:45,1978.5 ,1978.5 ,1977.5 ,1978.5 ,48700,1977.66 ,1978.50 ,1977.50 ,1978.25 ,1,1978.50 ,0.06 ,1975.94 ,3,1.0 
,,,2025/01/29,13:46,1978.5 ,1978.5 ,1978.0 ,1978.0 ,56800,1977.95 ,1978.50 ,1977.95 ,1978.25 ,1,1978.50 ,0.06 ,1976.09 ,4,0.5 
,,,2025/01/29,13:47,1978.0 ,1978.5 ,1977.5 ,1978.0 ,52500,1978.10 ,1978.50 ,1977.50 ,1978.00 ,1,1978.50 ,0.06 ,1976.24 ,5,0.5 
,,,2025/01/29,13:48,1977.5 ,1977.5 ,1976.5 ,1977.0 ,98400,1978.05 ,1978.05 ,1976.50 ,1977.13 ,1,1978.50 ,0.06 ,1976.37 ,6,-0.5 
,,,2025/01/29,13:49,1976.5 ,1977.0 ,1976.5 ,1976.5 ,15400,1977.59 ,1977.59 ,1976.50 ,1976.63 ,1,1978.50 ,0.06 ,1976.50 ,7,-1.0 
,,,2025/01/29,13:50,1976.5 ,1977.0 ,1976.0 ,1976.5 ,96100,1977.11 ,1977.11 ,1976.00 ,1976.50 ,-1,1977.11 ,0.02 ,1978.50 ,0,
,,,2025/01/29,13:51,1976.5 ,1977.0 ,1976.0 ,1977.0 ,22800,1976.80 ,1977.00 ,1976.00 ,1976.63 ,-1,1976.00 ,0.04 ,1978.40 ,1,-0.5 
,,,2025/01/29,13:52,1976.5 ,1977.0 ,1976.5 ,1976.5 ,55200,1976.71 ,1977.00 ,1976.50 ,1976.63 ,-1,1976.00 ,0.04 ,1978.30 ,2,0.0 
,,,2025/01/29,13:53,1976.5 ,1977.0 ,1976.0 ,1976.5 ,32700,1976.67 ,1977.00 ,1976.00 ,1976.50 ,-1,1976.00 ,0.04 ,1978.21 ,3,0.0 
,,,2025/01/29,13:54,1976.5 ,1977.0 ,1976.5 ,1976.5 ,4400,1976.58 ,1977.00 ,1976.50 ,1976.63 ,-1,1976.00 ,0.04 ,1978.12 ,4,0.0 
,,,2025/01/29,13:55,1977.0 ,1977.0 ,1976.0 ,1976.0 ,78600,1976.60 ,1977.00 ,1976.00 ,1976.50 ,-1,1976.00 ,0.04 ,1978.04 ,5,0.5 
,,,2025/01/29,13:56,1976.0 ,1976.5 ,1976.0 ,1976.0 ,3300,1976.55 ,1976.55 ,1976.00 ,1976.13 ,-1,1976.00 ,0.04 ,1977.96 ,6,0.5 
,,,2025/01/29,13:57,1976.0 ,1976.5 ,1975.5 ,1976.0 ,119800,1976.34 ,1976.50 ,1975.50 ,1976.00 ,-1,1975.50 ,0.06 ,1977.81 ,7,0.5 
,,,2025/01/29,13:58,1976.0 ,1976.5 ,1975.5 ,1975.5 ,49800,1976.17 ,1976.50 ,1975.50 ,1975.88 ,-1,1975.50 ,0.06 ,1977.67 ,8,1.0 
,,,2025/01/29,13:59,1975.5 ,1976.0 ,1975.0 ,1975.0 ,109800,1976.02 ,1976.02 ,1975.00 ,1975.38 ,-1,1975.00 ,0.08 ,1977.46 ,9,1.5 
,,,2025/01/29,14:00,1975.0 ,1975.0 ,1974.0 ,1974.5 ,185100,1975.70 ,1975.70 ,1974.00 ,1974.63 ,-1,1974.00 ,0.10 ,1977.11 ,10,2.0 
,,,2025/01/29,14:01,1975.0 ,1975.0 ,1974.0 ,1975.0 ,85200,1975.16 ,1975.16 ,1974.00 ,1974.75 ,-1,1974.00 ,0.10 ,1976.80 ,11,1.5 
,,,2025/01/29,14:02,1975.0 ,1975.5 ,1975.0 ,1975.5 ,77800,1974.96 ,1975.50 ,1974.96 ,1975.25 ,-1,1974.00 ,0.10 ,1976.52 ,12,1.0 
,,,2025/01/29,14:03,1975.0 ,1975.5 ,1975.0 ,1975.5 ,18200,1975.10 ,1975.50 ,1975.00 ,1975.25 ,-1,1974.00 ,0.10 ,1976.27 ,13,1.0 
,,,2025/01/29,14:04,1975.0 ,1975.5 ,1974.5 ,1975.0 ,31600,1975.18 ,1975.50 ,1974.50 ,1975.00 ,-1,1974.00 ,0.10 ,1976.04 ,14,1.5 
,,,2025/01/29,14:05,1975.0 ,1976.0 ,1975.0 ,1975.5 ,32500,1975.09 ,1976.00 ,1975.00 ,1975.38 ,-1,1974.00 ,0.10 ,1975.84 ,15,1.0 
,,,2025/01/29,14:06,1975.5 ,1976.5 ,1975.5 ,1976.0 ,149500,1975.23 ,1976.50 ,1975.23 ,1975.88 ,1,1975.23 ,0.02 ,1974.00 ,0,
,,,2025/01/29,14:07,1976.5 ,1977.0 ,1976.5 ,1976.5 ,96600,1975.55 ,1977.00 ,1975.55 ,1976.63 ,1,1977.00 ,0.04 ,1974.12 ,1,0.5 
,,,2025/01/29,14:08,1977.0 ,1977.0 ,1976.0 ,1976.5 ,16500,1976.09 ,1977.00 ,1976.00 ,1976.63 ,1,1977.00 ,0.04 ,1974.24 ,2,0.5 
,,,2025/01/29,14:09,1977.0 ,1977.0 ,1976.0 ,1977.0 ,151800,1976.36 ,1977.00 ,1976.00 ,1976.75 ,1,1977.00 ,0.04 ,1974.35 ,3,1.0 
,,,2025/01/29,14:10,1977.5 ,1978.0 ,1977.0 ,1978.0 ,121500,1976.55 ,1978.00 ,1976.55 ,1977.63 ,1,1978.00 ,0.06 ,1974.57 ,4,2.0 
,,,2025/01/29,14:11,1978.0 ,1978.5 ,1978.0 ,1978.5 ,97000,1977.09 ,1978.50 ,1977.09 ,1978.25 ,1,1978.50 ,0.08 ,1974.88 ,5,2.5 
,,,2025/01/29,14:12,1978.5 ,1978.5 ,1977.5 ,1977.5 ,113100,1977.67 ,1978.50 ,1977.50 ,1978.00 ,1,1978.50 ,0.08 ,1975.17 ,6,1.5 
,,,2025/01/29,14:13,1977.5 ,1977.5 ,1977.0 ,1977.5 ,8200,1977.83 ,1977.83 ,1977.00 ,1977.38 ,1,1978.50 ,0.08 ,1975.44 ,7,1.5 
,,,2025/01/29,14:14,1977.5 ,1978.0 ,1977.5 ,1978.0 ,21000,1977.60 ,1978.00 ,1977.50 ,1977.75 ,1,1978.50 ,0.08 ,1975.68 ,8,2.0 
,,,2025/01/29,14:15,1977.5 ,1978.0 ,1977.5 ,1977.5 ,48000,1977.68 ,1978.00 ,1977.50 ,1977.63 ,1,1978.50 ,0.08 ,1975.91 ,9,1.5 
,,,2025/01/29,14:16,1977.5 ,1978.0 ,1977.5 ,1978.0 ,33800,1977.65 ,1978.00 ,1977.50 ,1977.75 ,1,1978.50 ,0.08 ,1976.11 ,10,2.0 
,,,2025/01/29,14:17,1978.0 ,1978.0 ,1977.5 ,1978.0 ,58500,1977.70 ,1978.00 ,1977.50 ,1977.88 ,1,1978.50 ,0.08 ,1976.30 ,11,2.0 
,,,2025/01/29,14:18,1977.5 ,1978.0 ,1977.0 ,1977.5 ,33500,1977.79 ,1978.00 ,1977.00 ,1977.50 ,1,1978.50 ,0.08 ,1976.48 ,12,1.5 
,,,2025/01/29,14:19,1977.0 ,1977.0 ,1975.5 ,1976.0 ,199000,1977.64 ,1977.64 ,1975.50 ,1976.38 ,-1,1977.64 ,0.02 ,1978.50 ,0,
,,,2025/01/29,14:20,1976.5 ,1976.5 ,1975.5 ,1976.0 ,73900,1977.01 ,1977.01 ,1975.50 ,1976.13 ,-1,1975.50 ,0.04 ,1978.38 ,1,0.0 
,,,2025/01/29,14:21,1976.5 ,1976.5 ,1976.0 ,1976.5 ,56200,1976.57 ,1976.57 ,1976.00 ,1976.38 ,-1,1975.50 ,0.04 ,1978.26 ,2,-0.5 
,,,2025/01/29,14:22,1976.5 ,1977.5 ,1976.5 ,1977.5 ,49700,1976.47 ,1977.50 ,1976.47 ,1977.00 ,-1,1975.50 ,0.04 ,1978.15 ,3,-1.5 
,,,2025/01/29,14:23,1977.0 ,1977.5 ,1976.5 ,1976.5 ,83900,1976.74 ,1977.50 ,1976.50 ,1976.88 ,-1,1975.50 ,0.04 ,1978.05 ,4,-0.5 
,,,2025/01/29,14:24,1977.0 ,1977.0 ,1976.5 ,1976.5 ,29600,1976.81 ,1977.00 ,1976.50 ,1976.75 ,-1,1975.50 ,0.04 ,1977.95 ,5,-0.5 
,,,2025/01/29,14:25,1977.0 ,1978.0 ,1976.5 ,1977.5 ,75800,1976.78 ,1978.00 ,1976.50 ,1977.25 ,1,1976.50 ,0.02 ,1975.50 ,0,
