日付,時刻,始値,高値,安値,終値,出来高,TREND,EP,AF,PSAR
2025/01/10,15:12,1903.0 ,1903.5 ,1903.0 ,1903.0 ,190800,-1 ,1902.5 ,0.04 ,1903.882 
2025/01/10,15:13,1903.0 ,1903.0 ,1902.5 ,1902.5 ,12400,-1 ,1902.5 ,0.04 ,1903.827 
2025/01/10,15:14,1902.5 ,1903.0 ,1902.5 ,1903.0 ,9400,-1 ,1902.5 ,0.04 ,1903.774 
2025/01/10,15:15,1903.0 ,1904.0 ,1902.5 ,1903.5 ,149100,1 ,1902.5 ,0.02 ,1902.500 
2025/01/10,15:16,1903.0 ,1903.5 ,1903.0 ,1903.0 ,30400,1 ,1903.5 ,0.04 ,1902.540 
2025/01/10,15:17,1903.0 ,1903.5 ,1902.5 ,1903.5 ,145800,-1 ,1903.5 ,0.02 ,1903.500 
2025/01/10,15:18,1903.0 ,1903.5 ,1903.0 ,1903.5 ,108200,-1 ,1903.0 ,0.04 ,1903.480 
2025/01/10,15:19,1904.0 ,1904.0 ,1903.0 ,1903.5 ,176100,1 ,1903.0 ,0.02 ,1903.000 
2025/01/10,15:20,1903.5 ,1904.0 ,1903.0 ,1903.0 ,132300,1 ,1904.0 ,0.04 ,1903.040 
2025/01/10,15:21,1903.0 ,1903.5 ,1903.0 ,1903.5 ,48000,-1 ,1903.5 ,0.02 ,1904.000 
2025/01/10,15:22,1903.0 ,1903.5 ,1903.0 ,1903.0 ,103200,-1 ,1903.0 ,0.04 ,1903.960 
2025/01/10,15:23,1903.5 ,1903.5 ,1902.0 ,1903.0 ,267000,-1 ,1902.0 ,0.06 ,1903.842 
2025/01/10,15:24,1903.5 ,1905.0 ,1903.0 ,1904.0 ,165400,,,,
