日付,時刻,始値,高値,安値,終値,出来高,TREND,EP,AF,PSAR,TYP Price,RawMF,PositiveMF,NegativeMF,PMF,NMF,MFI
2025/01/10,13:06,1898.5 ,1898.5 ,1897.5 ,1898.0 ,31200,-1,1897.5,0.04,1899.420,1898.00,59217600.0,,,875099917,320320633,73.20
2025/01/10,13:07,1898.0 ,1898.0 ,1897.5 ,1897.5 ,25700,-1,1897.5,0.04,1899.343,1897.67,48770033.3,,48770033.3,766022417,369090667,67.48
2025/01/10,13:08,1897.5 ,1898.0 ,1897.0 ,1897.0 ,33400,-1,1897.0,0.06,1899.203,1897.33,63370933.3,,63370933.3,553048117,432461600,56.12
2025/01/10,13:09,1897.0 ,1898.0 ,1897.0 ,1897.5 ,38100,-1,1897.0,0.06,1899.070,1897.50,72294750.0,72294750.0,,532110150,432461600,55.17
2025/01/10,13:10,1898.0 ,1898.0 ,1897.0 ,1898.0 ,23700,-1,1897.0,0.06,1898.946,1897.67,44974700.0,44974700.0,,373874017,432461600,46.37
2025/01/10,13:11,1898.0 ,1899.0 ,1897.5 ,1899.0 ,84300,1,1897.5,0.02,1897.000,1898.50,160043550.0,160043550.0,,533917567,366612567,59.29
2025/01/10,13:12,1899.0 ,1900.5 ,1899.0 ,1900.5 ,127400,1,1900.5,0.04,1897.140,1900.00,242060000.0,242060000.0,,775977567,223743367,77.62
2025/01/10,13:13,1900.0 ,1901.0 ,1900.0 ,1900.0 ,70600,1,1901.0,0.06,1897.372,1900.33,134163533.3,134163533.3,,910141100,223743367,80.27
2025/01/10,13:14,1900.0 ,1900.5 ,1900.0 ,1900.0 ,40800,1,1901.0,0.06,1897.589,1900.17,77526800.0,,77526800.0,868965350,301270167,74.26
2025/01/10,13:15,1900.0 ,1901.0 ,1900.0 ,1900.5 ,25100,1,1901.0,0.06,1897.794,1900.50,47702550.0,47702550.0,,767485100,301270167,71.81
2025/01/10,13:16,1900.0 ,1901.0 ,1900.0 ,1900.5 ,27900,1,1901.0,0.06,1897.986,1900.50,53023950.0,,,701239083,301270167,69.95
2025/01/10,13:17,1900.5 ,1900.5 ,1900.0 ,1900.5 ,15700,1,1901.0,0.06,1898.167,1900.33,29835233.3,,29835233.3,701239083,331105400,67.93
2025/01/10,13:18,1900.0 ,1901.0 ,1899.5 ,1901.0 ,93600,1,1901.0,0.06,1898.337,1900.50,177886800.0,177886800.0,,879125883,331105400,72.64
2025/01/10,13:19,1900.5 ,1901.0 ,1900.0 ,1900.0 ,25200,1,1901.0,0.06,1898.497,1900.33,47888400.0,,47888400.0,879125883,267391400,76.68
2025/01/10,13:20,1900.5 ,1900.5 ,1900.0 ,1900.5 ,9000,1,1901.0,0.06,1898.647,1900.33,17103000.0,,,879125883,267391400,76.68
2025/01/10,13:21,1900.0 ,1900.5 ,1900.0 ,1900.0 ,53000,1,1901.0,0.06,1898.788,1900.17,100708833.3,,100708833.3,879125883,319330200,73.35
2025/01/10,13:22,1900.5 ,1900.5 ,1900.0 ,1900.0 ,21000,1,1901.0,0.06,1898.921,1900.17,39903500.0,,,879125883,255959267,77.45
2025/01/10,13:23,1900.0 ,1900.5 ,1900.0 ,1900.0 ,68300,1,1901.0,0.06,1899.046,1900.17,129781383.3,,,806831133,255959267,75.92
2025/01/10,13:24,1900.0 ,1900.5 ,1899.5 ,1900.0 ,44200,1,1901.0,0.06,1899.163,1900.00,83980000.0,,83980000.0,761856433,339939267,69.15
2025/01/10,13:25,1900.0 ,1900.5 ,1899.5 ,1899.5 ,36800,1,1901.0,0.06,1899.273,1899.83,69913866.7,,69913866.7,601812883,409853133,59.49
2025/01/10,13:26,1899.5 ,1900.0 ,1899.5 ,1899.5 ,43600,1,1901.0,0.06,1899.377,1899.67,82825466.7,,82825466.7,359752883,492678600,42.20
2025/01/10,13:27,1899.5 ,1899.5 ,1899.0 ,1899.5 ,6000,-1,1899.5,0.02,1901.000,1899.33,11396000.0,,11396000.0,225589350,504074600,30.92
2025/01/10,13:28,1899.5 ,1901.0 ,1899.0 ,1900.0 ,132900,-1,1899.0,0.04,1900.920,1900.00,252510000.0,252510000.0,,478099350,426547800,52.85
2025/01/10,13:29,1900.5 ,1900.5 ,1900.0 ,1900.0 ,20800,-1,1899.0,0.04,1900.843,1900.17,39523466.7,39523466.7,,469920267,426547800,52.42
2025/01/10,13:30,1900.5 ,1901.0 ,1899.5 ,1900.0 ,148800,1,1899.5,0.02,1899.000,1900.17,282744800.0,,,469920267,426547800,52.42
2025/01/10,13:31,1900.0 ,1901.0 ,1900.0 ,1900.5 ,20400,1,1901.0,0.04,1899.080,1900.50,38770200.0,38770200.0,,508690467,396712567,56.18
2025/01/10,13:32,1900.5 ,1900.5 ,1900.0 ,1900.0 ,12900,1,1901.0,0.04,1899.157,1900.17,24512150.0,,24512150.0,330803667,421224717,43.99
2025/01/10,13:33,1900.5 ,1901.0 ,1900.0 ,1900.0 ,29500,1,1901.0,0.04,1899.231,1900.33,56059833.3,56059833.3,,386863500,373336317,50.89
2025/01/10,13:34,1900.0 ,1900.5 ,1900.0 ,1900.0 ,34100,1,1901.0,0.04,1899.301,1900.17,64795683.3,,64795683.3,386863500,438132000,46.89
2025/01/10,13:35,1900.0 ,1900.5 ,1900.0 ,1900.5 ,42100,1,1901.0,0.04,1899.369,1900.33,80004033.3,80004033.3,,466867533,337423167,58.05
2025/01/10,13:36,1900.5 ,1900.5 ,1900.0 ,1900.5 ,10500,1,1901.0,0.04,1899.434,1900.33,19953500.0,,,466867533,337423167,58.05
2025/01/10,13:37,1900.5 ,1901.0 ,1900.0 ,1901.0 ,76500,1,1901.0,0.04,1899.497,1900.67,145401000.0,145401000.0,,612268533,337423167,64.47
2025/01/10,13:38,1900.5 ,1901.0 ,1900.0 ,1900.0 ,13800,1,1901.0,0.04,1899.557,1900.33,26224600.0,,26224600.0,612268533,279667767,68.64
2025/01/10,13:39,1900.5 ,1900.5 ,1900.0 ,1900.5 ,7600,1,1901.0,0.04,1899.615,1900.33,14442533.3,,,612268533,209753900,74.48
2025/01/10,13:40,1900.0 ,1901.0 ,1900.0 ,1900.5 ,36600,1,1901.0,0.04,1899.670,1900.50,69558300.0,69558300.0,,681826833,126928433,84.31
2025/01/10,13:41,1900.5 ,1901.0 ,1900.5 ,1900.5 ,12200,1,1901.0,0.04,1899.724,1900.67,23188133.3,23188133.3,,705014967,115532433,85.92
2025/01/10,13:42,1901.0 ,1901.0 ,1900.5 ,1900.5 ,140800,1,1901.0,0.04,1899.775,1900.67,267613866.7,,,452504967,115532433,79.66
2025/01/10,13:43,1900.0 ,1900.5 ,1900.0 ,1900.0 ,63300,1,1901.0,0.04,1899.824,1900.17,120280550.0,,120280550.0,412981500,235812983,63.65
2025/01/10,13:44,1900.0 ,1900.5 ,1900.0 ,1900.0 ,4200,1,1901.0,0.04,1899.871,1900.17,7980700.0,,,412981500,235812983,63.65
2025/01/10,13:45,1900.0 ,1901.0 ,1900.0 ,1900.5 ,52000,1,1901.0,0.04,1899.916,1900.50,98826000.0,98826000.0,,473037300,235812983,66.73
2025/01/10,13:46,1900.5 ,1900.5 ,1900.0 ,1900.0 ,51200,1,1901.0,0.04,1899.959,1900.17,97288533.3,,97288533.3,473037300,308589367,60.52
2025/01/10,13:47,1900.0 ,1900.5 ,1900.0 ,1900.0 ,18700,1,1901.0,0.04,1900.001,1900.17,35533116.7,,,416977467,308589367,57.47
2025/01/10,13:48,1900.0 ,1900.5 ,1900.0 ,1900.5 ,61200,-1,1900.5,0.02,1901.000,1900.33,116300400.0,116300400.0,,533277867,243793683,68.63
2025/01/10,13:49,1901.0 ,1901.0 ,1900.5 ,1900.5 ,19300,-1,1900.5,0.02,1900.990,1900.67,36682866.7,36682866.7,,489956700,243793683,66.77
2025/01/10,13:50,1901.0 ,1901.0 ,1900.5 ,1900.5 ,31900,1,1900.5,0.02,1900.500,1900.67,60631266.7,,,489956700,243793683,66.77
2025/01/10,13:51,1900.0 ,1900.5 ,1899.5 ,1900.0 ,69800,-1,1899.5,0.02,1900.500,1900.00,132620000.0,,132620000.0,344555700,376413683,47.79
2025/01/10,13:52,1900.0 ,1901.0 ,1900.0 ,1900.5 ,36100,1,1900.0,0.02,1899.500,1900.50,68608050.0,68608050.0,,413163750,350189083,54.12
2025/01/10,13:53,1900.5 ,1901.5 ,1900.5 ,1901.5 ,72800,1,1901.5,0.04,1899.580,1901.17,138404933.3,138404933.3,,551568683,350189083,61.17
2025/01/10,13:54,1901.5 ,1901.5 ,1900.5 ,1900.5 ,35600,1,1901.5,0.04,1899.657,1900.83,67669666.7,,67669666.7,482010383,417858750,53.56
2025/01/10,13:55,1900.5 ,1901.0 ,1900.5 ,1900.5 ,3500,1,1901.5,0.04,1899.731,1900.67,6652333.3,,6652333.3,458822250,424511083,51.94
2025/01/10,13:56,1901.0 ,1902.0 ,1900.5 ,1902.0 ,151500,1,1902.0,0.06,1899.867,1901.50,288077250.0,288077250.0,,746899500,424511083,63.76
2025/01/10,13:57,1901.5 ,1902.0 ,1901.5 ,1901.5 ,16900,1,1902.0,0.06,1899.995,1901.67,32138166.7,32138166.7,,779037667,304230533,71.92
2025/01/10,13:58,1901.5 ,1901.5 ,1901.0 ,1901.5 ,45700,1,1902.0,0.06,1900.115,1901.33,86890933.3,,86890933.3,779037667,391121467,66.58
2025/01/10,13:59,1901.5 ,1902.0 ,1901.5 ,1901.5 ,4900,1,1902.0,0.06,1900.228,1901.67,9318166.7,9318166.7,,689529833,391121467,63.81
2025/01/10,14:00,1902.0 ,1903.0 ,1901.5 ,1902.5 ,124100,1,1903.0,0.08,1900.450,1902.33,236079566.7,236079566.7,,925609400,293832933,75.90
2025/01/10,14:01,1902.5 ,1902.5 ,1901.0 ,1901.5 ,73800,1,1903.0,0.08,1900.654,1901.67,140343000.0,,140343000.0,925609400,434175933,68.07
2025/01/10,14:02,1901.5 ,1901.5 ,1901.0 ,1901.0 ,23400,1,1903.0,0.08,1900.842,1901.17,44487300.0,,44487300.0,809309000,478663233,62.84
2025/01/10,14:03,1901.0 ,1902.0 ,1901.0 ,1902.0 ,51200,1,1903.0,0.08,1901.014,1901.67,97365333.3,97365333.3,,869991467,478663233,64.51
2025/01/10,14:04,1901.5 ,1902.0 ,1901.0 ,1901.0 ,23800,-1,1902.0,0.02,1903.000,1901.33,45251733.3,,45251733.3,869991467,523914967,62.41
2025/01/10,14:05,1901.0 ,1902.5 ,1900.5 ,1902.5 ,144500,-1,1900.5,0.04,1902.900,1901.83,274814916.7,274814916.7,,1144806383,391294967,74.53
2025/01/10,14:06,1902.0 ,1903.0 ,1902.0 ,1902.5 ,34300,1,1902.0,0.02,1900.500,1902.50,65255750.0,65255750.0,,1141454083,391294967,74.47
2025/01/10,14:07,1902.5 ,1902.5 ,1902.0 ,1902.5 ,3100,1,1902.5,0.04,1900.580,1902.33,5897233.3,,5897233.3,1003049150,397192200,71.63
2025/01/10,14:08,1902.5 ,1902.5 ,1901.5 ,1902.5 ,45900,1,1902.5,0.04,1900.657,1902.17,87309450.0,,87309450.0,1003049150,416831983,70.64
2025/01/10,14:09,1903.0 ,1903.5 ,1903.0 ,1903.0 ,31900,1,1903.5,0.06,1900.827,1903.17,60711016.7,60711016.7,,1063760167,410179650,72.17
2025/01/10,14:10,1903.0 ,1904.0 ,1903.0 ,1904.0 ,83800,1,1904.0,0.08,1901.081,1903.67,159527266.7,159527266.7,,935210183,410179650,69.51
2025/01/10,14:11,1903.5 ,1903.5 ,1903.0 ,1903.5 ,52700,1,1904.0,0.08,1901.315,1903.33,100305666.7,,100305666.7,903072017,510485317,63.89
2025/01/10,14:12,1903.0 ,1903.5 ,1901.5 ,1902.5 ,77600,1,1904.0,0.08,1901.530,1902.50,147634000.0,,147634000.0,903072017,571228383,61.25
2025/01/10,14:13,1902.5 ,1903.0 ,1902.0 ,1902.5 ,45000,1,1904.0,0.08,1901.727,1902.50,85612500.0,,,893753850,571228383,61.01
2025/01/10,14:14,1902.5 ,1902.5 ,1902.0 ,1902.0 ,15100,1,1904.0,0.08,1901.909,1902.17,28722716.7,,28722716.7,657674283,599951100,52.29
2025/01/10,14:15,1902.0 ,1902.5 ,1901.5 ,1902.0 ,67500,-1,1902.5,0.02,1904.000,1902.00,128385000.0,,128385000.0,657674283,587993100,52.80
2025/01/10,14:16,1902.0 ,1902.5 ,1902.0 ,1902.0 ,14500,-1,1902.0,0.04,1903.920,1902.17,27581416.7,27581416.7,,685255700,543505800,55.77
2025/01/10,14:17,1902.0 ,1902.5 ,1902.0 ,1902.0 ,4600,-1,1902.0,0.04,1903.843,1902.17,8749966.7,,,587890367,543505800,51.96
2025/01/10,14:18,1902.5 ,1903.0 ,1902.0 ,1902.5 ,60000,-1,1902.0,0.04,1903.769,1902.50,114150000.0,114150000.0,,702040367,498254067,58.49
2025/01/10,14:19,1902.5 ,1903.0 ,1902.0 ,1902.5 ,26500,-1,1902.0,0.04,1903.699,1902.50,50416250.0,,,427225450,498254067,46.16
2025/01/10,14:20,1902.5 ,1902.5 ,1901.5 ,1902.0 ,59100,-1,1901.5,0.06,1903.567,1902.00,112408200.0,,112408200.0,361969700,610662267,37.22
2025/01/10,14:21,1902.0 ,1903.0 ,1901.0 ,1903.0 ,119200,-1,1901.0,0.08,1903.361,1902.33,226758133.3,226758133.3,,588727833,604765033,49.33
2025/01/10,14:22,1903.0 ,1903.5 ,1902.5 ,1903.5 ,41900,1,1902.5,0.02,1901.000,1903.17,79742683.3,79742683.3,,668470517,517455583,56.37
2025/01/10,14:23,1903.0 ,1903.5 ,1902.5 ,1903.0 ,24100,1,1903.5,0.04,1901.100,1903.00,45862300.0,,45862300.0,607759500,563317883,51.90
2025/01/10,14:24,1903.0 ,1903.0 ,1902.0 ,1902.5 ,29200,1,1903.5,0.04,1901.196,1902.50,55553000.0,,55553000.0,448232233,618870883,42.00
2025/01/10,14:25,1903.0 ,1903.0 ,1902.5 ,1903.0 ,45600,1,1903.5,0.04,1901.288,1902.83,86769200.0,86769200.0,,535001433,518565217,50.78
2025/01/10,14:26,1903.0 ,1903.5 ,1903.0 ,1903.0 ,43100,1,1903.5,0.04,1901.377,1903.17,82026483.3,82026483.3,,617027917,370931217,62.45
2025/01/10,14:27,1903.0 ,1903.0 ,1902.5 ,1903.0 ,4900,1,1903.5,0.04,1901.462,1902.83,9323883.3,,9323883.3,617027917,380255100,61.87
2025/01/10,14:28,1903.0 ,1903.5 ,1903.0 ,1903.0 ,57500,1,1903.5,0.04,1901.543,1903.17,109432083.3,109432083.3,,726460000,351532383,67.39
2025/01/10,14:29,1903.5 ,1904.0 ,1903.0 ,1903.5 ,75100,1,1904.0,0.06,1901.691,1903.50,142952850.0,142952850.0,,869412850,223147383,79.58
2025/01/10,14:30,1903.5 ,1905.5 ,1903.0 ,1905.0 ,430500,1,1905.5,0.08,1901.995,1904.50,819887250.0,819887250.0,,1661718683,223147383,88.16
2025/01/10,14:31,1905.0 ,1905.0 ,1904.0 ,1904.0 ,78800,1,1905.5,0.08,1902.276,1904.33,150061466.7,,150061466.7,1661718683,373208850,81.66
2025/01/10,14:32,1904.5 ,1904.5 ,1903.5 ,1903.5 ,94400,1,1905.5,0.08,1902.534,1903.83,179721866.7,,179721866.7,1547568683,552930717,73.68
2025/01/10,14:33,1903.5 ,1904.5 ,1903.5 ,1904.5 ,32100,1,1905.5,0.08,1902.771,1904.17,61123750.0,61123750.0,,1608692433,552930717,74.42
2025/01/10,14:34,1904.0 ,1904.5 ,1903.5 ,1903.5 ,36100,1,1905.5,0.08,1902.989,1903.83,68728383.3,,68728383.3,1608692433,509250900,75.96
2025/01/10,14:35,1903.5 ,1904.0 ,1903.0 ,1904.0 ,100900,1,1905.5,0.08,1903.190,1903.67,192079966.7,,192079966.7,1381934300,701330867,66.34
2025/01/10,14:36,1904.0 ,1904.0 ,1903.5 ,1903.5 ,44000,1,1905.5,0.08,1903.375,1903.67,83761333.3,,,1302191617,701330867,65.00
2025/01/10,14:37,1903.5 ,1903.5 ,1902.0 ,1902.5 ,111900,-1,1903.5,0.02,1905.500,1902.67,212908400.0,,212908400.0,1302191617,868376967,59.99
2025/01/10,14:38,1902.5 ,1903.0 ,1902.5 ,1902.5 ,9800,-1,1902.5,0.04,1905.380,1902.67,18646133.3,,,1302191617,812823967,61.57
2025/01/10,14:39,1903.0 ,1903.0 ,1902.0 ,1903.0 ,61400,-1,1902.0,0.06,1905.177,1902.67,116823733.3,,,1215422417,812823967,59.92
2025/01/10,14:40,1902.5 ,1903.0 ,1902.5 ,1902.5 ,35000,-1,1902.0,0.06,1904.987,1902.67,66593333.3,,,1133395933,812823967,58.24
2025/01/10,14:41,1902.5 ,1903.0 ,1902.0 ,1902.5 ,22900,-1,1902.0,0.06,1904.807,1902.50,43567250.0,,43567250.0,1133395933,847067333,57.23
2025/01/10,14:42,1902.0 ,1903.0 ,1902.0 ,1902.5 ,126200,-1,1902.0,0.06,1904.639,1902.50,240095500.0,,,1023963850,847067333,54.73
2025/01/10,14:43,1902.5 ,1902.5 ,1902.0 ,1902.5 ,33300,-1,1902.0,0.06,1904.481,1902.33,63347700.0,,63347700.0,881011000,910415033,49.18
2025/01/10,14:44,1902.5 ,1903.0 ,1902.0 ,1902.0 ,22300,-1,1902.0,0.06,1904.332,1902.33,42422033.3,,,61123750,910415033,6.29
2025/01/10,14:45,1902.5 ,1902.5 ,1901.5 ,1901.5 ,63600,-1,1901.5,0.08,1904.105,1901.83,120956600.0,,120956600.0,61123750,881310167,6.49
2025/01/10,14:46,1902.0 ,1902.0 ,1901.5 ,1902.0 ,129400,-1,1901.5,0.08,1903.897,1901.83,246097233.3,,,61123750,701588300,8.01
2025/01/10,14:47,1902.0 ,1902.5 ,1902.0 ,1902.5 ,51100,-1,1901.5,0.08,1903.705,1902.33,97209233.3,97209233.3,,97209233,701588300,12.17
2025/01/10,14:48,1902.5 ,1903.0 ,1902.0 ,1902.0 ,56100,-1,1901.5,0.08,1903.529,1902.33,106720900.0,,,97209233,632859917,13.32
2025/01/10,14:49,1902.0 ,1902.5 ,1901.5 ,1901.5 ,71800,-1,1901.5,0.08,1903.366,1901.83,136551633.3,,136551633.3,97209233,577331583,14.41
2025/01/10,14:50,1901.5 ,1902.5 ,1901.5 ,1902.0 ,30800,-1,1901.5,0.08,1903.217,1902.00,58581600.0,58581600.0,,155790833,577331583,21.25
2025/01/10,14:51,1902.0 ,1903.0 ,1902.0 ,1903.0 ,78000,-1,1901.5,0.08,1903.080,1902.67,148408000.0,148408000.0,,304198833,364423183,45.50
2025/01/10,14:52,1902.5 ,1903.5 ,1902.5 ,1903.0 ,143800,1,1902.5,0.02,1901.500,1903.00,273651400.0,273651400.0,,577850233,364423183,61.33
2025/01/10,14:53,1903.0 ,1903.5 ,1903.0 ,1903.0 ,13100,1,1903.5,0.04,1901.580,1903.17,24931483.3,24931483.3,,602781717,364423183,62.32
2025/01/10,14:54,1903.0 ,1903.5 ,1902.5 ,1903.5 ,62400,1,1903.5,0.04,1901.657,1903.17,118757600.0,,,602781717,364423183,62.32
2025/01/10,14:55,1903.0 ,1903.5 ,1902.5 ,1903.5 ,25100,1,1903.5,0.04,1901.731,1903.17,47769483.3,,,602781717,320855933,65.26
2025/01/10,14:56,1903.0 ,1903.5 ,1903.0 ,1903.5 ,19300,1,1903.5,0.04,1901.801,1903.33,36734333.3,36734333.3,,639516050,320855933,66.59
2025/01/10,14:57,1903.5 ,1904.0 ,1903.0 ,1903.0 ,92600,1,1904.0,0.06,1901.933,1903.33,176248666.7,,,639516050,257508233,71.29
2025/01/10,14:58,1903.0 ,1903.5 ,1903.0 ,1903.5 ,36100,1,1904.0,0.06,1902.057,1903.33,68710333.3,,,639516050,257508233,71.29
2025/01/10,14:59,1903.0 ,1903.5 ,1902.5 ,1903.0 ,54900,1,1904.0,0.06,1902.174,1903.00,104474700.0,,104474700.0,639516050,241026333,72.63
2025/01/10,15:00,1903.0 ,1903.5 ,1902.5 ,1903.0 ,51100,1,1904.0,0.06,1902.283,1903.00,97243300.0,,,639516050,241026333,72.63
2025/01/10,15:01,1903.0 ,1903.5 ,1903.0 ,1903.5 ,9500,1,1904.0,0.06,1902.386,1903.33,18081666.7,18081666.7,,560388483,241026333,69.92
2025/01/10,15:02,1903.5 ,1903.5 ,1903.0 ,1903.0 ,123400,1,1904.0,0.06,1902.483,1903.17,234850766.7,,234850766.7,560388483,475877100,54.08
2025/01/10,15:03,1903.5 ,1904.0 ,1903.0 ,1903.5 ,137100,1,1904.0,0.06,1902.574,1903.50,260969850.0,260969850.0,,821358333,339325467,70.77
2025/01/10,15:04,1903.5 ,1903.5 ,1903.0 ,1903.5 ,95600,1,1904.0,0.06,1902.660,1903.33,181958666.7,,181958666.7,762776733,521284133,59.40
2025/01/10,15:05,1903.5 ,1903.5 ,1903.0 ,1903.0 ,121200,1,1904.0,0.06,1902.740,1903.17,230663800.0,,230663800.0,614368733,751947933,44.97
2025/01/10,15:06,1903.0 ,1904.0 ,1903.0 ,1904.0 ,128700,1,1904.0,0.06,1902.816,1903.67,245001900.0,245001900.0,,585719233,751947933,43.79
2025/01/10,15:07,1904.0 ,1904.0 ,1903.0 ,1903.5 ,71700,1,1904.0,0.06,1902.887,1903.50,136480950.0,,136480950.0,560787750,888428883,38.70
2025/01/10,15:08,1903.0 ,1904.0 ,1903.0 ,1904.0 ,52000,1,1904.0,0.06,1902.954,1903.67,98990666.7,98990666.7,,659778417,888428883,42.62
2025/01/10,15:09,1904.0 ,1904.0 ,1903.0 ,1903.0 ,45600,1,1904.0,0.06,1903.016,1903.33,86792000.0,,86792000.0,659778417,975220883,40.35
2025/01/10,15:10,1903.5 ,1903.5 ,1902.5 ,1903.0 ,88000,-1,1903.5,0.02,1904.000,1903.00,167464000.0,,167464000.0,623044083,1142684883,35.29
2025/01/10,15:11,1903.0 ,1903.0 ,1902.5 ,1903.0 ,18100,-1,1902.5,0.04,1903.940,1902.83,34441283.3,,34441283.3,623044083,1177126167,34.61
2025/01/10,15:12,1903.0 ,1903.5 ,1903.0 ,1903.0 ,190800,-1,1902.5,0.04,1903.882,1903.17,363124200.0,363124200.0,,986168283,1177126167,45.59
2025/01/10,15:13,1903.0 ,1903.0 ,1902.5 ,1902.5 ,12400,-1,1902.5,0.04,1903.827,1902.67,23593066.7,,23593066.7,986168283,1096244533,47.36
2025/01/10,15:14,1902.5 ,1903.0 ,1902.5 ,1903.0 ,9400,-1,1902.5,0.04,1903.774,1902.83,17886633.3,17886633.3,,1004054917,1096244533,47.81
2025/01/10,15:15,1903.0 ,1904.0 ,1902.5 ,1903.5 ,149100,1,1902.5,0.02,1902.500,1903.33,283787000.0,283787000.0,,1269760250,1096244533,53.67
2025/01/10,15:16,1903.0 ,1903.5 ,1903.0 ,1903.0 ,30400,1,1903.5,0.04,1902.540,1903.17,57856266.7,,57856266.7,1269760250,919250033,58.01
2025/01/10,15:17,1903.0 ,1903.5 ,1902.5 ,1903.5 ,145800,-1,1903.5,0.02,1903.500,1903.17,277481700.0,,,1008790400,919250033,52.32
2025/01/10,15:18,1903.0 ,1903.5 ,1903.0 ,1903.5 ,108200,-1,1903.0,0.04,1903.480,1903.33,205940666.7,205940666.7,,1214731067,737291367,62.23
2025/01/10,15:19,1904.0 ,1904.0 ,1903.0 ,1903.5 ,176100,1,1903.0,0.02,1903.000,1903.50,335206350.0,335206350.0,,1549937417,506627567,75.37
2025/01/10,15:20,1903.5 ,1904.0 ,1903.0 ,1903.0 ,132300,1,1904.0,0.04,1903.040,1903.33,251811000.0,,251811000.0,1304935517,758438567,63.24
2025/01/10,15:21,1903.0 ,1903.5 ,1903.0 ,1903.5 ,48000,-1,1903.5,0.02,1904.000,1903.33,91360000.0,,,1304935517,621957617,67.72
2025/01/10,15:22,1903.0 ,1903.5 ,1903.0 ,1903.0 ,103200,-1,1903.0,0.04,1903.960,1903.17,196406800.0,,196406800.0,1205944850,818364417,59.57
2025/01/10,15:23,1903.5 ,1903.5 ,1902.0 ,1903.0 ,267000,-1,1902.0,0.06,1903.842,1902.83,508056500.0,,508056500.0,1205944850,1239628917,49.31
2025/01/10,15:24,1903.5 ,1905.0 ,1903.0 ,1904.0 ,165400,,,,,1904.00,314921600.0,314921600.0,,1520866450,1072164917,58.65
